,id,lat,lon,amenity,classification,tags
0,10797872,51.4579729,-0.149242,attraction,,"{u'historic': u'The Bandstand', u'tourism': u'attraction', u'created_by': u'Potlatch 0.10c'}"
1,16960853,51.4099116,-0.3361791,artwork,,"{u'amenity': u'fountain', u'name': u'Diana Fountain', u'wikipedia': u'en:Diana Fountain, Bushy Park', u'wikidata': u'Q5271155', u'artwork_type': u'statue', u'tourism': u'artwork'}"
2,19085022,51.6696524,-0.0682804,museum,,"{u'tourism': u'museum', u'name': u'Forty Hall Museum'}"
3,21632322,51.3821745,-0.1560632,attraction,,"{u'website': u'http://www.bioregional.com/programme_projects/ecohous_prog/bedzed/bedzed_hpg.htm', u'wikipedia': u'en:BedZED', u'flickr': u'1008213420', u'tourism': u'attraction', u'name': u'BedZED'}"
4,25507019,51.5050612,-0.1249613,artwork,,"{u'name': u'The Gurkha Soldier', u'wikipedia': u'en:Gurkha Memorial, London', u'historic': u'memorial', u'wikidata': u'Q18574747', u'artwork_type': u'statue', u'tourism': u'artwork'}"
5,25508657,51.5220347,-0.1227555,artwork,,"{u'wheelchair': u'yes', u'artwork_type': u'statue', u'tourism': u'artwork', u'description': u'maybe a queen'}"
6,25508658,51.5217357,-0.1224809,artwork,,"{u'wheelchair': u'yes', u'artwork_type': u'statue', u'tourism': u'artwork', u'description': u'mother and baby'}"
7,25524252,51.4983179,-0.1360484,attraction,,"{u'wikipedia': u'en:Blewcoat School', u'historic': u'building', u'tourism': u'attraction', u'name': u'Blewcoat School'}"
8,25607231,51.506273,-0.1317571,artwork,,"{u'name': u'Frederick, Duke of York', u'wikipedia': u'en:Prince Frederick, Duke of York and Albany', u'height': u'41.99', u'min_height': u'37.9', u'monument': u'statue', u'artwork_type': u'statue', u'tourism': u'artwork', u'start_date': u'1834'}"
9,25831022,51.5400398,-0.143193,attraction,,"{u'wheelchair': u'yes', u'tourism': u'attraction', u'name': u'Camden / Buck Street Market', u'created_by': u'YahooApplet 1.0'}"
10,25947730,51.4975442,-0.4558534,hotel,,"{u'tourism': u'hotel', u'name': u'Novotel', u'created_by': u'JOSM'}"
11,26197001,51.4994407,-0.4542096,hotel,,"{u'tourism': u'hotel', u'name': u'Crowne Plaza'}"
12,26559743,51.3952047,-0.1452455,attraction,,{u'tourism': u'attraction'}
13,26915020,51.4988226,-0.1376005,hotel,,"{u'source': u'knowledge', u'tourism': u'hotel', u'name': u'Crowne Plaza London - St. James', u'created_by': u'JOSM'}"
