,id,lat,lon,amenity,classification,tags
0,21663357,51.5791119,-0.341838,yes,,"{u'shop': u'yes', u'amenity': u'fuel', u'branch': u'BP'}"
1,25544124,51.5111215,-0.1251645,supermarket,,"{u'addr:housenumber': u'22-25', u'shop': u'supermarket', u'fhrs:rating_date': u'2013-03-26', u'addr:city': u'London', u'name': u'Tesco Metro', u'fhrs:hygiene': u'5', u'addr:postcode': u'WC2E 9EQ', u'fhrs:id': u'428021', u'fhrs:rating': u'2', u'postal_code': u'WC2E 9EQ', u'source:postcode': u'FSA Food Hygiene Ratings Database', u'fhrs:structural': u'15', u'fhrs:confidence_management': u'10', u'payment:american_express': u'yes', u'fhrs:local_authority_id': u'01103/0022/0/000', u'addr:street': u'Bedford Street'}"
2,25744394,51.5620768,-0.1494073,supermarket,,"{u'shop': u'supermarket', u'wheelchair': u'limited', u'name': u'Tesco Express'}"
3,25813308,51.5453412,-0.1333414,supermarket,,"{u'shop': u'supermarket', u'name': u'tesco express'}"
4,25962160,51.5513131,-0.0752367,dry_cleaning,,"{u'shop': u'dry_cleaning', u'contact:phone': u'+44 20 72542148', u'name': u'Chris Dry Cleaners'}"
5,26046046,51.5561745,-0.0556147,dry_cleaning,,"{u'addr:housenumber': u'187', u'shop': u'dry_cleaning', u'addr:city': u'London', u'addr:postcode': u'E5 8EG', u'phone': u'020 8985 4562', u'addr:street': u'Lower Clapton Road', u'name': u'New Era'}"
6,26546080,51.494461,-0.099656,supermarket,,"{u'shop': u'supermarket', u'wheelchair': u'yes', u'name': u'Tesco Metro'}"
7,26618618,51.53781,-0.1420408,supermarket,,"{u'addr:housenumber': u'143-151', u'shop': u'supermarket', u'addr:city': u'London', u'addr:postcode': u'NW1 7JX', u'wheelchair': u'yes', u'fhrs:id': u'425546', u'source:addr': u'FSA Food Hygiene Rating Scheme open data', u'addr:street': u'Camden High Street', u'name': u'Marks and Spencer'}"
8,26817795,51.5228462,-0.1588341,supermarket,,"{u'addr:housenumber': u'11-15', u'shop': u'supermarket', u'fhrs:rating_date': u'2009-10-01', u'addr:city': u'London', u'name': u'Tesco Express', u'fhrs:hygiene': u'5', u'addr:postcode': u'NW1 6AE', u'wheelchair': u'limited', u'fhrs:id': u'413195', u'fhrs:rating': u'5', u'alt_name': u'Tesco Marylebone Melcombe Street Express', u'fhrs:structural': u'5', u'source:postcode': u'FSA Food Hygiene Ratings Database', u'fhrs:confidence_management': u'5', u'source:addr': u'FSA Food Hygiene Ratings Database', u'fhrs:local_authority_id': u'01084/0011/0/000', u'addr:street': u'Melcombe Street'}"
9,26819169,51.5167906,-0.1875618,supermarket,,"{u'addr:housenumber': u'38', u'shop': u'supermarket', u'fhrs:rating_date': u'2012-11-30', u'addr:city': u'London', u'name': u'Waitrose', u'fhrs:hygiene': u'5', u'addr:postcode': u'W2 6ES', u'opening_hours': u'Mo-Sa 07:30-22:00; Su 11:00-17:00', u'fhrs:id': u'411125', u'fhrs:rating': u'5', u'alt_name': u'Waitrose Bayswater', u'fhrs:structural': u'5', u'source:postcode': u'FSA Food Hygiene Ratings Database', u'fhrs:confidence_management': u'0', u'source:addr': u'FSA Food Hygiene Ratings Database', u'fhrs:local_authority_id': u'00189/0038/1/000', u'addr:street': u'Porchester Road'}"
10,26975310,51.5456205,-0.0810071,beverages,,"{u'note': u'off_licence', u'shop': u'beverages'}"
11,26980206,51.6637267,-0.0861793,supermarket,,"{u'shop': u'supermarket', u'name': u'Coop'}"
12,27408324,51.5131046,-0.3040787,department_store,,"{u'note': u'This department store has 1 lift. It goes between the ground, first & second levels. It was installed by UK Lift.', u'shop': u'department_store', u'wheelchair': u'yes', u'name': u'Marks & Spencer'}"
13,27504196,51.5133725,-0.159878,supermarket,,"{u'addr:housenumber': u'55', u'shop': u'supermarket', u'addr:city': u'London', u'addr:postcode': u'W1H 7AA', u'wheelchair': u'yes', u'addr:housename': u'Marble Arch Tower', u'opening_hours': u'24/7', u'operator': u""Sainsbury's"", u'addr:street': u'Bryanston Street', u'name': u""Sainsbury's Local""}"
14,30441129,51.4665741,-0.2922289,bicycle,,"{u'addr:housenumber': u'219', u'addr:postcode': u'TW9 2LN', u'name': u'Active Cycles', u'shop': u'bicycle', u'addr:street': u'Lower Mortlake Road'}"
15,30553183,51.4779987,-0.2862935,newsagent,,"{u'addr:housenumber': u'4', u'shop': u'newsagent', u'amenity': u'post_office', u'name': u'Sonya Newsagent', u'addr:postcode': u'TW9 3QD', u'fhrs:id': u'354117', u'operator': u'Sonya Newsagent', u'source:addr': u'FHRS Open Data', u'addr:street': u'Royal Parade'}"
16,30584447,51.4773285,-0.2861863,gift,,"{u'addr:housenumber': u'9', u'website': u'http://www.miawood.co.uk/our-shops/kew/', u'name': u'Mia Wood', u'shop': u'gift', u'addr:postcode': u'TW9 3PS', u'addr:street': u'Station Parade'}"
17,31313902,51.5143487,-0.1505076,fashion,,"{u'operator': u'Gap', u'shop': u'fashion'}"
18,31472695,51.551496,-0.3197216,supermarket,,"{u'addr:housenumber': u'12', u'shop': u'supermarket', u'name': u'Siragro Food & Wine', u'addr:street': u'Odeon Parade, Allendale Road'}"
19,34578754,51.5222664,-0.1722721,supermarket,,"{u'addr:housenumber': u'94', u'shop': u'supermarket', u'name': u'Tesco Metro', u'addr:postcode': u'NW8 8EX', u'alt_name': u'Tesco Paddington Metro', u'operator': u'tesco', u'addr:street': u'Church Street'}"
20,34779859,51.5033798,-0.3177102,butcher,,"{u'shop': u'butcher', u'name': u""Richardson's""}"
21,36214440,51.5618259,-0.3730943,convenience,,"{u'shop': u'convenience', u'name': u'Londis', u'created_by': u'JOSM'}"
22,36223764,51.5517504,-0.3503321,convenience,,"{u'addr:housenumber': u'33-35', u'shop': u'convenience', u'wheelchair': u'yes', u'name': u'Costcutter', u'addr:street': u'Oldfields Circus'}"
23,36312259,51.3651976,-0.1610793,supermarket,,"{u'shop': u'supermarket', u'name': u'Co-operative'}"
24,38935912,51.4144257,-0.3006861,bicycle,,"{u'addr:housenumber': u'48', u'shop': u'bicycle', u'addr:city': u'Kingston', u'addr:postcode': u'KT2 5EE', u'addr:street': u'Richmond Road', u'name': u'Evans Cycles'}"
25,42220032,51.5362191,-0.3450491,convenience,,"{u'shop': u'convenience', u'name': u'Spar', u'created_by': u'JOSM'}"
26,45265874,51.6066678,0.2184595,supermarket,,"{u'addr:housenumber': u'10', u'shop': u'supermarket', u'addr:city': u'Harold Hill', u'name': u'Iceland', u'addr:street': u'Farnham Road'}"
27,45273747,51.5938205,0.2343688,bakery,,"{u'shop': u'bakery', u'name': u'Williams Bakery'}"
28,45273871,51.5934086,0.2328865,travel_agency,,{u'shop': u'travel_agency'}
29,45274552,51.5935962,0.2333935,supermarket,,"{u'operator': u'The Co-operative Group', u'shop': u'supermarket', u'name': u'The Co-operative Food'}"
30,45284148,51.5954721,0.2195656,doityourself,,"{u'shop': u'doityourself', u'name': u'B&Q', u'created_by': u'Potlatch alpha'}"
31,49233948,51.6495733,-0.1714391,supermarket,,"{u'shop': u'supermarket', u'name': u""New Barnet Sainsbury's""}"
32,49311845,51.6559569,-0.2039214,supermarket,,"{u'shop': u'supermarket', u'name': u'Waitrose', u'created_by': u'JOSM'}"
33,50445260,51.5246812,-0.071913,bicycle,,"{u'addr:housenumber': u'118', u'shop': u'bicycle', u'addr:city': u'London', u'addr:postcode': u'E2 6DG', u'name': u'Brick Lane Bikes', u'addr:country': u'GB', u'addr:street': u'Bethnal Green Road'}"
34,54837344,51.514142,-0.056489,supermarket,,"{u'shop': u'supermarket', u'level': u'0', u'addr:city': u'London', u'name': u'Iceland', u'addr:street': u'Watney Market'}"
35,57215757,51.539616,-0.0558389,supermarket,,"{u'addr:housenumber': u'150', u'shop': u'supermarket', u'addr:city': u'London', u'addr:postcode': u'E8 3SG', u'opening_hours': u'Mo-Sa 08:00-20:00; Su 11:00-17:00', u'addr:street': u'Mare Street', u'name': u'Iceland'}"
36,60011421,51.5220198,-0.046224,bookmaker,,"{u'shop': u'bookmaker', u'name': u'Ladbrokes'}"
37,60093128,51.5821551,0.187085,supermarket,,"{u'shop': u'supermarket', u'name': u'Tesco Express'}"
38,60661040,51.5233233,-0.1244579,supermarket,,"{u'shop': u'supermarket', u'name': u'Tesco Express'}"
39,64811055,51.4429141,-0.0271434,bicycle,,"{u'shop': u'bicycle', u'postal_code': u'SE6 4NU', u'name': u'Compton Cycles', u'created_by': u'Potlatch 0.4a'}"
40,130223650,51.4152643,-0.1814285,supermarket,,"{u'addr:housenumber': u'1', u'shop': u'supermarket', u'addr:city': u'London', u'name': u""Sainsbury's"", u'addr:postcode': u'SW19 1DD', u'wheelchair': u'yes', u'fhrs:id': u'455446', u'alt_name': u""Sainsbury's Merton Superstore"", u'opening_hours': u'Mo-Sa 07:00-23:00; Su 11:00-17:00', u'addr:street': u'Merton High Street'}"
41,132978684,51.4627777,-0.1238798,convenience,,"{u'addr:housenumber': u'121A', u'shop': u'convenience', u'name': u'Quick Check', u'fhrs:inspectiondate': u'2013-02-13', u'addr:postcode': u'SW4 7RL', u'fhrs:id': u'509163', u'fhrs:rating': u'1', u'fhrs:authority': u'Lambeth', u'addr:street': u'Ferndale Road'}"
42,133191330,51.5220421,-0.046053,supermarket,,"{u'shop': u'supermarket', u'name': u'Co-Op', u'created_by': u'Potlatch 0.5d'}"
43,137790430,51.5216313,-0.0452547,convenience,,"{u'shop': u'convenience', u'created_by': u'Potlatch 0.5d'}"
