id,lat,lon,amenity
279651217,51.5631245,-0.1178538,convenience
279651368,51.5538294,-0.111026,supermarket
280891094,51.4639516,-0.0614628,doityourself
280891770,51.4638547,-0.0615835,laundry
281427245,51.5488401,-0.0407265,dry_cleaning
281427246,51.5507553,-0.0405938,dry_cleaning
281427247,51.5513672,-0.0404376,convenience
281427953,51.5486656,-0.0405862,convenience
281578822,51.5290929,-0.0465395,laundry
281613929,51.4668407,0.0065811,estate_agent
281717868,51.5440148,-0.1532238,convenience
281718230,51.5457924,-0.1625214,supermarket
282216650,51.4990214,-0.1980452,supermarket
282375405,51.4697734,-0.0568369,convenience
282406959,51.5131241,0.0678527,convenience
282527176,51.5443471,-0.0555257,bicycle
282618047,51.4111055,-0.0481762,supermarket
282618049,51.5004995,-0.0992896,supermarket
283162500,51.5278278,0.0049997,supermarket
283207067,51.4999914,-0.0785994,supermarket
285921198,51.5222888,-0.0921222,supermarket
285957488,51.5130571,-0.227408,supermarket
286424805,51.5305292,-0.0801515,convenience
286509355,51.4923119,-0.0641966,supermarket
286876215,51.5178454,-0.0392669,convenience
288562207,51.4961795,-0.2631344,estate_agent
288562208,51.4961623,-0.2630635,laundry
288562211,51.4961103,-0.262872,antiques
288562230,51.5016488,-0.2656503,dry_cleaning
288562240,51.5001941,-0.2648414,yes
288598373,51.4998138,-0.264671,hairdresser
288598382,51.4983833,-0.2642928,convenience
289424999,51.4907202,-0.0929771,newsagent
289425369,51.4913483,-0.0904194,convenience
289425459,51.4906057,-0.0927916,convenience
289425732,51.4913005,-0.0901641,laundry
289426430,51.4913252,-0.0903501,bookmaker
289426994,51.493805,-0.093569,alcohol
289829471,51.4329563,-0.15417,convenience
290017179,51.4468687,-0.124445,supermarket
290383818,51.4947262,-0.1421422,department_store
290862247,51.4174655,-0.0585441,convenience
291434908,51.4563811,-0.0502845,convenience
291434918,51.4563383,-0.050808,convenience
291438652,51.4572742,-0.0463363,convenience
291658758,51.3693527,-0.0990009,supermarket
291669851,51.4988711,-0.1321085,yes
291673987,51.4415549,-0.1544817,laundry
291865301,51.3848655,-0.2944376,bicycle
291901654,51.494692,-0.1831906,supermarket
291953085,51.5246403,-0.0939348,market
292013533,51.4539267,-0.1203937,laundry
292183286,51.553926,-0.165233,supermarket
292250871,51.5720234,-0.1298158,dry_cleaning
292388037,51.496445,-0.130662,convenience
292744102,51.4476631,-0.1485347,bicycle
292747452,51.4470465,-0.1495609,bicycle
292747454,51.4469771,-0.149581,convenience
292903048,51.509934,-0.155933,estate_agent
293018639,51.4061764,0.0169811,bicycle
293519545,51.4928894,-0.2718779,bicycle
293654264,51.5903628,-0.1433054,supermarket
293654295,51.5898787,-0.1454307,supermarket
293655955,51.5952294,-0.1452694,convenience
293702007,51.3930683,-0.295345,convenience
293702009,51.3932436,-0.2960789,laundry
293702013,51.3932439,-0.2960009,newsagent
293702014,51.3932781,-0.2955837,convenience
293741404,51.53389,-0.1718766,supermarket
293741407,51.5336166,-0.1710545,books
294765143,51.5322344,-0.1346255,convenience
295263758,51.5707181,-0.3396785,convenience
295975600,51.5126226,-0.087495,convenience
296002309,51.5257871,-0.1617702,florist
296002316,51.5255058,-0.1626658,convenience
296014936,51.5251513,-0.1677862,supermarket
296610106,51.5133665,-0.0925606,doityourself
296610596,51.5119197,-0.0846722,department_store
297534644,51.489357,0.0687371,supermarket
297689787,51.4421928,-0.1494402,dry_cleaning
298007632,51.417262,-0.3693376,bookmaker
298009921,51.5054647,-0.0980384,supermarket
298031148,51.4327627,-0.3519703,newsagent
298031218,51.4264539,-0.35632,woodwork
298031222,51.4262891,-0.3562964,convenience
298031223,51.4262292,-0.3565833,optician
298031224,51.4262035,-0.3566261,florist
298031226,51.4261671,-0.3566753,electronics
298031230,51.4250583,-0.3575187,bakery
298031231,51.4236221,-0.3584819,newsagent
298031233,51.4235472,-0.3585033,beverages
298031240,51.4227035,-0.3588905,pet
298915904,51.5226632,-0.1687727,convenience
299106549,51.3793252,-0.0835459,supermarket
299443505,51.5378737,-0.0994848,supermarket
299522559,51.5195321,-0.1689792,department_store
299610629,51.5372774,-0.1008878,optician
299612951,51.5344058,-0.1067324,clothes
299614297,51.5382452,-0.0990696,convenience
299614394,51.5373642,-0.1026763,supermarket
300066384,51.5393579,-0.097697,convenience
300414623,51.4934849,-0.1743313,florist
300414627,51.4938054,-0.1748915,convenience
300425782,51.4938697,-0.175768,dry_cleaning
300425783,51.4939169,-0.1758233,fruiterer
300500853,51.5079891,-0.1434034,supermarket
300500855,51.5122598,-0.1448048,clothes
300612033,51.4093252,-0.0253944,supermarket
300752877,51.4632767,-0.1333444,bicycle
301017056,51.5345669,-0.1674651,convenience
302178353,51.5705117,-0.3395089,convenience
302410176,51.5224764,-0.1652797,convenience
302623544,51.502562,-0.108321,bicycle
302623763,51.5038527,-0.10666,bicycle
303202311,51.5603565,-0.0564461,newsagent
303997960,51.4353717,0.1018943,doityourself
304362692,51.5330269,-0.2467271,brazilian_store
304402384,51.4847002,-0.1835992,bicycle
304404285,51.5220821,-0.1139278,bicycle
304421976,51.5336591,-0.2414451,convenience
304421999,51.5357905,-0.2463474,supermarket
304645215,51.5425426,-0.2481055,convenience
304687759,51.5429182,-0.2855089,convenience
304687764,51.5430146,-0.2852464,convenience
304687813,51.5413846,-0.2834319,convenience
304690519,51.5366479,-0.2471125,catalogue
304690529,51.5367489,-0.246763,supermarket
304690532,51.5387965,-0.2506357,supermarket
304690534,51.5388859,-0.2509176,convenience
304693161,51.5415458,-0.2975766,convenience
304693162,51.5414116,-0.2975906,hairdresser
304693165,51.5417481,-0.2979193,beverages
304693168,51.5418728,-0.2975628,bakery
304696336,51.5176896,-0.280588,convenience
304869115,51.2959265,0.190434,car
304995040,51.5070808,-0.1079443,hairdresser
305049782,51.5528211,-0.1393477,convenience
305084452,51.5611738,-0.2801614,electronics
305084453,51.5611699,-0.2810103,supermarket
305386897,51.5462479,-0.2975067,convenience
305442496,51.5628571,-0.3053056,supermarket
305442585,51.5555638,-0.3160057,convenience
305527929,51.5626203,-0.3008473,convenience
305808467,51.5509718,-0.2984635,butcher
306033798,51.5383914,-0.0995591,funeral
306047296,51.5340057,-0.1058677,mobile_phone
306134799,51.5154232,-0.0841375,kiosk
306136163,51.5149426,-0.0853103,convenience
307860282,51.4692458,-0.0977449,convenience
308064690,51.398864,-0.0416977,convenience
308064698,51.3988543,-0.0419836,convenience
308064702,51.3988569,-0.0421353,bakery
308064706,51.3988762,-0.0423252,supermarket
308079346,51.4877306,-0.1422551,convenience
309115656,51.5180234,-0.1193874,bicycle
309502700,51.5156164,-0.1886307,convenience
309505937,51.512692,-0.1884844,grocery
309557513,51.6000692,-0.1960129,convenience
311877307,51.5202515,-0.1223033,supermarket
312670195,51.6639129,-0.0937726,convenience
312671346,51.4029424,-0.1931919,supermarket
313034709,51.5981943,0.1574104,convenience
313101056,51.5090363,-0.1972157,stationery
313617786,51.4933496,-0.2394781,supermarket
313986881,51.5299941,0.0280627,convenience
314021038,51.5288514,0.0259169,convenience
314023076,51.5258468,0.0294459,bookmaker
314031884,51.5267528,0.0287236,convenience
317182593,51.436181,-0.0907231,supermarket
317291389,51.5196423,-0.1336008,supermarket
318696641,51.5509379,0.0054671,car_repair
318915814,51.5432392,0.0419339,convenience
318915819,51.542604,0.042303,convenience
322112841,51.5368923,0.038256,convenience
322127815,51.5724488,-0.3381652,hairdresser
322127817,51.5723398,-0.3380053,stationery
322127824,51.5723856,-0.3378387,vacant
322151068,51.5337851,0.0467532,convenience
322151607,51.5348208,0.0462983,convenience
322153117,51.5334594,0.0449422,convenience
322270280,51.5709821,-0.339038,estate_agent
322270298,51.5707464,-0.3393664,estate_agent
322270317,51.5706737,-0.3397499,lighting
322270325,51.570411,-0.3395462,fashion
322270358,51.5703327,-0.3400267,estate_agent
322959324,51.4855226,-0.0976512,convenience
322959340,51.4859331,-0.0944752,supermarket
322979601,51.485468,-0.0937374,retailer
331106910,51.5597977,-0.1155207,chemist
331362123,51.5923161,-0.1057803,mobile_phone
331362136,51.593633,-0.1079402,chemist
331362137,51.5932029,-0.1078085,pet
331880904,51.5435891,-0.1034635,supermarket
331880929,51.5468373,-0.1048543,supermarket
331916908,51.545235,0.0491657,convenience
331919413,51.5470445,0.0485648,convenience
331935879,51.5400072,0.0509915,convenience
332043743,51.549347,-0.1076606,bicycle
332323251,51.412052,-0.0277387,car_garage
332348980,51.5684882,-0.352343,stationery
333271823,51.53861,0.0514944,supermarket
333272884,51.5306244,0.0398693,gift
333779932,51.535995,0.0486935,convenience
333787847,51.537026,0.0520659,supermarket
334369944,51.5265686,-0.0841886,deli
336318536,51.556682,-0.1062616,clothes
338472540,51.5188678,-0.1088338,newsagent
338505246,51.5182743,-0.1148883,books
338505248,51.5179899,-0.1149799,electronics
338505254,51.5182401,-0.115198,electronics
338505256,51.5182286,-0.1155244,clothes
338505257,51.5182029,-0.1157605,supermarket
338507306,51.5177785,-0.1200617,recruitment
338507308,51.5177887,-0.1199051,recruitment
338507313,51.5178134,-0.1193869,mobile_phone
338507314,51.5180859,-0.1189801,camera
338507318,51.517496,-0.1194973,clothes
338575315,51.5151874,-0.1128057,books
338825605,51.4111019,-0.0552666,car
338825624,51.4051902,-0.0564973,hairdresser
339155315,51.5056226,-0.0842873,chemist
339521085,51.5420623,-0.1036294,tailor
340128760,51.5374697,0.0613113,convenience
341127995,51.4908755,-0.1822645,estate_agent
341127996,51.4909135,-0.1821333,beverages
341525725,51.4580888,-0.0479714,newsagent
343128236,51.5509683,-0.1108418,car_repair
343147810,51.5541448,-0.1136948,locksmith
343357055,51.4799391,-0.1116822,doityourself
343358397,51.4849885,-0.1259845,convenience
343537960,51.5860233,-0.0912196,convenience
343588108,51.5648091,-0.1040017,chemist
344199660,51.5278647,-0.0399033,outdoor
344226207,51.5810937,-0.0991861,supermarket
344231432,51.571086,-0.0959147,convenience
344782577,51.5091445,0.2813755,convenience
345341200,51.4941461,-0.1460501,supermarket
345380438,51.5740641,-0.0106058,yes
345832893,51.5400269,-0.1027347,clothes
345858516,51.4918386,-0.1214656,convenience
345879041,51.507153,-0.127249,convenience
347315022,51.5472508,-0.1056852,hairdresser
347315026,51.5473493,-0.1056337,laundry
347315041,51.5474462,-0.1057663,optician
347469612,51.4744235,-0.2069861,convenience
347542399,51.518129,-0.0777006,clothes
347693534,51.4783788,0.1859546,convenience
347758027,51.4367709,-0.2038803,convenience
348069404,51.5430556,-0.1029109,clothes
348069407,51.5430054,-0.1028988,bakery
348069409,51.5429515,-0.1028887,furniture
348069411,51.542899,-0.1028807,dry_cleaning
348069413,51.5427948,-0.1028565,alcohol
348069417,51.5426894,-0.1028464,kitchen
348069420,51.5425253,-0.1028,clothes
348069422,51.5424764,-0.1027981,hifi
348116220,51.5477534,-0.1062104,beauty
348116255,51.5481856,-0.1068283,furniture
348116259,51.5480237,-0.1066126,furniture
348310256,51.5396178,-0.1022254,clothes
348310258,51.5396844,-0.1022349,clothes
348310263,51.5397485,-0.1022498,deli
348310307,51.5400456,-0.1023115,hairdresser
348310309,51.539981,-0.1022962,furniture
348310317,51.5398545,-0.1022697,charity
348310319,51.5398302,-0.1022645,clothes
348310323,51.5398005,-0.1022641,clothes
348323570,51.5372002,-0.1032573,estate_agent
348357932,51.5380254,-0.1027358,clothes
348357934,51.5380744,-0.1027092,estate_agent
348357940,51.5382194,-0.1026389,clothes
348357942,51.5382607,-0.1026264,stationery
348357951,51.5387775,-0.1024868,dry_cleaning
348414867,51.5328514,-0.1063954,charity
348414892,51.53318,-0.1064266,stationery
348426178,51.533441,-0.106144,mobile_phone
348426185,51.5335893,-0.1060278,mobile_phone
348426188,51.5336627,-0.1059519,cosmetics
348426443,51.5337864,-0.1058757,clothes
348426447,51.5337243,-0.1059265,mobile_phone
348426449,51.5339834,-0.1057503,clothes
348426452,51.534083,-0.105689,clothes
348437111,51.552914,0.0463966,convenience
348605971,51.5356668,-0.1040917,florist
348606001,51.5358834,-0.1039911,estate_agent
348713467,51.5351179,-0.1045907,charity
348713511,51.5349726,-0.1047654,deli
348713871,51.5343187,-0.1054923,optician
348713877,51.5343649,-0.1054575,optician
348713885,51.5343983,-0.1054309,jewelry
348714049,51.534585,-0.105272,health_food
348714063,51.5347005,-0.105139,charity
348714086,51.5347886,-0.1049861,optician
349077460,51.539554,-0.1026341,beauty
349077461,51.5394331,-0.1026191,clothes
349077463,51.539312,-0.1025974,clothes
349081305,51.5415052,-0.103094,convenience
349098326,51.5391247,-0.102839,car_repair
349098327,51.5391597,-0.1025707,clothes
349098329,51.5390905,-0.1025559,clothes
350404899,51.5132503,-0.1039269,chemist
352644243,51.4803248,-0.2125111,supermarket
352896487,51.539421,-0.102206,jewelry
352896488,51.539374,-0.1022063,estate_agent
352896489,51.5393187,-0.1021705,clothes
352896490,51.5392672,-0.102157,deli
352896491,51.5392158,-0.102152,clothes
352896492,51.5391651,-0.1021434,clothes
352896493,51.5391152,-0.102131,estate_agent
352896494,51.5390653,-0.1021236,perfumery
352896495,51.5390115,-0.10211,toys
352896499,51.538802,-0.102046,florist
352896500,51.5376043,-0.1025225,estate_agent
352896501,51.5375556,-0.1025545,estate_agent
352896504,51.5374991,-0.102589,estate_agent
352896506,51.5372919,-0.102721,estate_agent
352896508,51.5371696,-0.1027948,estate_agent
352896509,51.5370087,-0.1029566,estate_agent
352896511,51.5368665,-0.1030476,estate_agent
352896513,51.5410098,-0.102542,furniture
352933477,51.5395761,-0.1019217,clothes
352933512,51.5395398,-0.1016914,perfumery
352936233,51.5394818,-0.1015088,clothes
352936234,51.5394541,-0.1014396,bag
352936236,51.5394316,-0.1013854,deli
352936239,51.5393607,-0.1012077,furniture
352936240,51.5393364,-0.1011507,art
352936263,51.5393356,-0.1008692,yes
352936264,51.5393786,-0.1008697,music
352936265,51.5394222,-0.1008685,clothes
352937068,51.5391749,-0.101318,estate_agent
352937070,51.5393552,-0.1018371,clothes
353125820,51.5872798,-0.0034098,chemist
353889613,51.5481462,-0.1144869,funeral_directors
353889615,51.5482241,-0.1143258,convenience
353889616,51.5483744,-0.1140171,carpet
353912651,51.5673052,-0.1220708,newsagent
353919654,51.5662202,-0.1210541,laundry
353919658,51.5661787,-0.1210025,newsagent
353922225,51.5658069,-0.120685,taylor
353935306,51.5642738,-0.1190882,computer
353935314,51.5648187,-0.1196755,communication
354428753,51.5578463,-0.0086603,bicycle
354428754,51.5577753,-0.0088228,hairdresser
354626598,51.54328,-0.1046342,car_repair
354646580,51.5415168,-0.1064366,alcohol
354661947,51.6093224,-0.0172841,laundry
354718236,51.5428616,-0.103334,bakery
354718246,51.542914,-0.1033567,optician
355199576,51.5491954,-0.1081436,jewelry
355199577,51.549159,-0.108095,hairdresser
355199579,51.5491182,-0.1080509,convenience
355199580,51.5490398,-0.1079546,convenience
356778247,51.5426436,0.003106,electronics;electrical;radiotechnics
356954428,51.5253309,0.0285291,convenience
356974845,51.5225316,0.023594,convenience
356980058,51.5238079,0.0261261,convenience
356989843,51.522836,0.0224182,convenience
356989979,51.5223981,0.0223581,supermarket
356990050,51.5226918,0.0223752,clothes
357362055,51.5355447,-0.1097111,convenience
357595251,51.5395849,-0.1063273,concertina_maker
357595330,51.5388913,-0.1066188,convenience
357617685,51.5398109,-0.1062253,car_repair
357659288,51.5421481,-0.10319,jewelry
357659290,51.5421832,-0.1031956,cobbler
357659300,51.54222,-0.103206,clothes
357659301,51.5422529,-0.1032109,computer
357659303,51.5422884,-0.1032123,clothes
357659306,51.5423655,-0.1032109,solicitors
357659329,51.54245,-0.1032287,household
357659331,51.5425188,-0.1032412,shoes
357659334,51.5424863,-0.1032311,clothes
357659337,51.5425539,-0.1032486,clothes
357659340,51.5426136,-0.1032677,design
357659342,51.5426916,-0.103284,clothes
357999711,51.5109663,-0.1221629,outdoor
357999712,51.5111407,-0.1220105,outdoor
360043070,51.5470856,-0.1043376,alcohol
360301277,51.5465861,-0.10342,architects
360309843,51.5462983,-0.1038403,newsagent
360309845,51.5467747,-0.1045928,optician
360317190,51.5487819,-0.107087,hairdresser
360317191,51.5490051,-0.1073224,hairdresser
360317193,51.5489663,-0.1072828,erotic
360317195,51.5489319,-0.1072409,erotic
360317197,51.548875,-0.1072459,estate_agent
360333684,51.5462803,-0.102649,charity
360334483,51.4343372,0.1774685,convenience
360417293,51.3352959,0.1777179,convenience
360864828,51.5431244,-0.11285,convenience
360885750,51.543544,-0.1132038,dry_cleaning
360891075,51.5436647,-0.1132708,bookmaker
360891426,51.5425005,-0.1153458,tiles
361530448,51.4810255,0.3198385,car
362267518,51.442951,-0.1495054,bicycle
362315094,51.5493606,-0.108333,furniture
362315104,51.5494886,-0.1084952,laundry
362315116,51.5496658,-0.1087135,white_goods
362315125,51.5497989,-0.1088695,deli
362315134,51.5499308,-0.1090275,dry_cleaning
362315137,51.5500007,-0.1090941,hifi
362323825,51.5503634,-0.1089124,tattoo
362323827,51.5503969,-0.1089515,signs
362323829,51.5504279,-0.1089911,chemist
362323831,51.5504597,-0.1090366,convenience
362359477,51.5499902,-0.1078948,laundry
364510178,51.5833507,-0.0195613,convenience
364548399,51.5462358,-0.1022144,bookmaker
364548400,51.5462406,-0.1022866,estate_agent
364548408,51.5462507,-0.1024334,convenience
364552984,51.5495142,-0.1001695,car_repair
364554972,51.5477171,-0.1012027,convenience
364554981,51.5477659,-0.1011783,deli
364783973,51.5460295,-0.1014396,flooring
364783974,51.5460358,-0.1013511,mobile phones
364783975,51.546029,-0.1015236,design
